"","iso3c","year","realGDP2019","potentialoutput2019","outputgap2019","NAWRU2019","fiscalbalance2019","primarybalance2019","CAB2019","oneoffeffects2019","structuralbalance2019","realGDP2020","potentialoutput2020","outputgap2020","NAWRU2020","fiscalbalance2020","primarybalance2020","CAB2020","oneoffeffects2020","structuralbalance2020","population","potentialoutput2007e100"
"415","EST","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561.9,NA
"416","EST","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568.131,NA
"417","EST","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1569.174,NA
"418","EST","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561.314,NA
"419","EST","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533.091,NA
"420","EST","1993",9.02693,NA,NA,NA,NA,NA,NA,NA,NA,9.02612,NA,NA,NA,NA,NA,NA,NA,NA,1494.128,NA
"421","EST","1994",8.87867,NA,NA,NA,NA,NA,NA,NA,NA,8.87788,NA,NA,NA,NA,NA,NA,NA,NA,1462.514,NA
"422","EST","1995",9.28059,10.64171,-12.790443,6.352969,1.0495492,1.5113509,7.2657,NA,NA,9.27975,NA,NA,NA,1.0495492,1.5113509,NA,NA,NA,1436.634,NA
"423","EST","1996",9.73868,10.92222,-10.8360775,7.678479,-0.3156059,0.2584703,4.9507,NA,NA,9.7378,NA,NA,NA,-0.3482548,0.2258215,NA,NA,NA,1415.594,NA
"424","EST","1997",11.00923,11.28067,-2.406207,9.187594,2.1523741,2.5202264,3.3218,NA,NA,11.00824,11.18967,-1.6213886,10.857575,2.1239093,2.4917616,2.9119,NA,NA,1399.535,59.45895537
"425","EST","1998",11.48596,11.67922,-1.6547208,10.58073,-0.7323648,-0.1492218,0.0718,NA,NA,11.48493,11.65874,-1.4908467,11.28857,-0.7578896,-0.1747466,-0.0333,NA,NA,1386.156,61.95146965
"426","EST","1999",11.43962,12.13425,-5.724503,11.726764,-3.2928533,-2.9214372,-0.5107,NA,NA,11.4386,12.14864,-5.8445971,11.908157,-3.296549,-2.9251329,-0.4561,NA,NA,1390.244,64.55466905
"427","EST","2000",12.59577,12.6978,-0.8035174,12.532422,-0.0436909,0.2411093,0.3468,NA,NA,12.59464,12.73707,-1.1182165,12.250247,-0.0679637,0.2168365,0.4755,NA,NA,1396.985,67.68143088
"428","EST","2001",13.34777,13.26423,0.6298487,12.117162,0.204513,0.4247578,-0.1016,NA,NA,13.34775,13.29132,0.4245326,11.798075,0.1987924,0.4190372,-0.0075,NA,NA,1388.115,70.62656921
"429","EST","2002",14.25574,13.98508,1.9353999,11.472702,0.419044,0.6783914,-0.5216,NA,NA,14.25572,14.00293,1.8053014,11.117015,0.4177664,0.6771138,-0.4596,NA,NA,1379.35,74.40787708
"430","EST","2003",15.33443,14.87992,3.0545644,10.594032,1.8187783,2.0485549,0.3343,NA,NA,15.3344,14.88705,3.0049607,10.253763,1.7947718,2.0245484,0.3344,NA,NA,1370.72,79.1058576
"431","EST","2004",16.37218,15.8741,3.1377096,9.384927,2.3372994,2.5643806,0.8124,NA,NA,16.37215,15.8456,3.323011,9.303186,2.395604,2.6134792,0.7806,NA,NA,1362.55,84.1993395
"432","EST","2005",17.92595,16.95379,5.7341582,8.217112,1.0797021,1.2605346,-1.7071,NA,NA,17.92592,16.89212,6.1200008,8.370593,1.1255718,1.3143433,-1.8487,NA,NA,1354.775,89.76027079
"433","EST","2006",19.66813,18.00498,9.2371514,7.937456,2.8619846,3.0183208,-1.6273,NA,NA,19.6681,17.93454,9.6660533,8.120126,2.8922195,3.0581423,-1.8055,NA,NA,1346.81,95.29941575
"434","EST","2007",21.15771,18.88811,12.0160061,8.305667,2.7252094,2.8849777,-3.1146,NA,NA,21.15767,18.81915,12.4262547,8.45953,2.7410643,2.9051012,-3.2981,NA,NA,1340.68,100
"435","EST","2008",20.08101,19.29548,4.0710804,8.814855,-2.6445025,-2.4383515,-4.623,NA,NA,20.08097,19.23425,4.4021526,8.987538,-2.6445025,-2.4383515,-4.7839,NA,NA,1337.09,102.2057319
"436","EST","2009",17.18254,19.02362,-9.6778735,10.514049,-2.1791735,-1.9948198,2.5243,NA,NA,17.18251,19.00345,-9.5821739,10.481179,-2.1784699,-1.9941162,2.4785,NA,NA,1334.515,100.9793216
"437","EST","2010",17.64765,18.83639,-6.3108615,11.129853,0.1877133,0.2751783,3.2548,2.9579,0.2969,17.64478,18.82517,-6.2702704,11.078086,0.1884164,0.2758955,3.2358,2.9584,0.2774,1331.475,100.0319887
"438","EST","2011",18.96092,18.93163,0.1547457,10.991809,1.0624391,1.1545409,0.9872,1.4915,-0.5042,18.95824,18.95297,0.0277846,10.719004,1.0756637,1.1677786,1.0622,1.4917,-0.4295,1327.439,100.7110842
"439","EST","2012",19.55065,19.1962,1.8464411,10.670273,-0.2858609,-0.179494,-1.1832,-0.9412,-0.242,19.55066,19.22681,1.6843774,10.329413,-0.2847529,-0.178386,-1.1034,-0.9412,-0.1621,1322.696,102.1661977
"440","EST","2013",19.81384,19.59646,1.1092947,9.756735,0.1791588,0.2527138,-0.36,-0.1681,-0.1918,19.81385,19.61506,1.0134302,9.490574,0.1791588,0.2527138,-0.3134,-0.1681,-0.1452,1317.997,104.2292558
"441","EST","2014",20.40574,20.12941,1.3727886,8.588746,0.7031718,0.7705653,0.036,-0.1149,0.1509,20.40575,20.12604,1.3897865,8.448062,0.7031718,0.7705653,0.0277,-0.1149,0.1426,1315.345,106.9444688
"442","EST","2015",20.78221,20.71634,0.3179713,7.400998,0.1429108,0.1987278,-0.0116,-0.2791,0.2675,20.78222,20.6911,0.4403971,7.380514,0.1429106,0.1987276,-0.0711,-0.2791,0.208,1315.407,109.9470486
"443","EST","2016",21.3291,21.30968,0.0911358,6.573417,-0.5153594,-0.4812479,-0.5597,-0.1023,-0.4573,21.32911,21.25418,0.352533,6.726337,-0.5153594,-0.4812479,-0.6867,-0.1023,-0.5844,1315.789,112.9391072
"444","EST","2017",22.55527,22.06535,2.2203238,5.774704,-0.7701108,-0.7373043,-1.8492,0,-1.8492,22.55528,21.97777,2.62771,6.094233,-0.7701108,-0.7373043,-2.0472,0,-2.0472,1317.384,116.7840737
"445","EST","2018",23.62916,22.84116,3.4498973,5.572419,-0.5615323,-0.5296533,-2.2382,0,-2.2382,23.62917,22.75089,3.8604113,5.979382,-0.5615323,-0.5296533,-2.4377,0,-2.4377,1321.977,120.8922295
"446","EST","2019",24.392,23.70816,2.8843741,5.363305,-0.2250308,-0.197781,-1.6261,0,-1.6261,24.65338,23.64243,4.2759811,5.653187,-0.3224288,-0.2860485,-2.4006,0,-2.4006,1327.689,125.6296379
"447","EST","2020",24.91489,24.54836,1.4931021,5.331187,-0.1568242,-0.1465654,-0.8818,0,-0.8818,22.94015,24.22195,-5.2918996,6.36888,-8.3405788,-8.3292751,-5.7687,0,-5.7687,1331.221,128.7090543
"448","EST","2021",25.51277,25.38287,0.5117871,5.392534,-0.2106251,-0.1967186,-0.4587,0,-0.4587,24.28402,25.03538,-3.0012092,5.839011,-3.3538374,-3.3389049,-1.8952,0,-1.8952,1334.109,133.0314068
"449","FIN","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","FIN","1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","FIN","1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5988,NA,NA,NA,NA,NA,NA,NA,NA,4429.634,NA
"452","FIN","1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,46.9144,NA,NA,NA,NA,NA,NA,NA,NA,4461.005,NA
"453","FIN","1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3133,NA,NA,NA,NA,NA,NA,NA,NA,4491.443,NA
"454","FIN","1963",NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9005,NA,NA,NA,NA,NA,NA,NA,NA,4523.309,NA
"455","FIN","1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5146,NA,NA,NA,NA,NA,NA,NA,NA,4548.543,NA
"456","FIN","1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2994,55.4787,-0.323162,1.385843,NA,NA,NA,NA,NA,4563.732,NA
"457","FIN","1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6115,58.2473,-2.8083682,1.331652,NA,NA,NA,NA,NA,4580.869,NA
"458","FIN","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8393,60.9152,-5.0494721,1.754295,NA,NA,NA,NA,NA,4605.744,NA
"459","FIN","1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1715,63.544,-6.8810613,2.186323,NA,NA,NA,NA,NA,4626.469,NA
"460","FIN","1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,64.848,66.6473,-2.6996952,1.763909,NA,NA,NA,NA,NA,4623.785,NA
"461","FIN","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6924,69.7249,-0.0465899,1.80602,NA,NA,NA,NA,NA,4606.307,NA
"462","FIN","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.3351,72.897,-2.1426405,2.366206,NA,NA,NA,NA,NA,4612.124,NA
"463","FIN","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,76.8532,76.5394,0.4099943,2.704692,NA,NA,NA,NA,NA,4639.657,NA
"464","FIN","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,82.2204,80.3902,2.2767169,2.809169,NA,NA,NA,NA,NA,4666.081,NA
"465","FIN","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,84.8815,84.2856,0.7070422,2.746995,NA,NA,NA,NA,NA,4690.574,NA
"466","FIN","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,87.6929,87.9781,-0.3241086,3.114225,NA,NA,NA,NA,NA,4711.44,NA
"467","FIN","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,88.0989,91.2562,-3.4598861,3.48221,NA,NA,NA,NA,NA,4725.664,NA
"468","FIN","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,88.3469,94.3692,-6.3817001,3.82909,NA,NA,NA,NA,NA,4738.902,NA
"469","FIN","1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,91.0855,97.1905,-6.2814478,4.30155,NA,NA,NA,NA,NA,4752.528,NA
"470","FIN","1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5903,100.6166,-3.0077299,3.911355,NA,NA,NA,NA,NA,4764.69,NA
"471","FIN","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,103.0482,104.087,-0.9979762,3.782818,NA,NA,NA,NA,NA,4779.535,49.66167634
"472","FIN","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,104.4048,106.4909,-1.958941,4.31568,NA,NA,NA,NA,NA,4799.964,50.80861788
"473","FIN","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,107.6496,109.3116,-1.5204741,4.682093,NA,NA,NA,NA,NA,4826.933,52.15442178
"474","FIN","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,111.0041,112.4172,-1.2569977,4.889798,NA,NA,NA,NA,NA,4855.787,53.63615631
"475","FIN","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,114.5981,115.4907,-0.7728563,5.045989,NA,NA,NA,NA,NA,4881.803,55.10257538
"476","FIN","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,118.6645,118.6197,0.0377745,5.264498,NA,NA,NA,NA,NA,4902.206,56.59547445
"477","FIN","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,121.9339,121.4088,0.4324974,5.871923,NA,NA,NA,NA,NA,4918.154,57.92620145
"478","FIN","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,126.2924,124.4027,1.5190209,6.232576,NA,NA,NA,NA,NA,4932.123,59.35464201
"479","FIN","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,132.8816,127.455,4.2576648,6.62852,NA,NA,NA,NA,NA,4946.481,60.81094621
"480","FIN","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,139.641,130.9534,6.634123,6.65018,NA,NA,NA,NA,NA,4964.371,62.48009229
"481","FIN","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,140.5779,133.9628,4.9380004,6.716229,NA,NA,NA,NA,NA,4986.431,63.91592817
"482","FIN","1991",132.4734,NA,NA,NA,NA,NA,NA,NA,NA,132.303,135.4398,-2.3160363,7.597827,NA,NA,NA,NA,NA,5013.74,64.62062997
"483","FIN","1992",128.0737,NA,NA,NA,NA,NA,NA,NA,NA,127.9445,136.5726,-6.3176485,8.610003,NA,NA,NA,NA,NA,5041.992,65.16110809
"484","FIN","1993",127.1913,NA,NA,NA,NA,NA,NA,NA,NA,127.0983,137.6311,-7.6529234,9.729972,NA,NA,NA,NA,NA,5066.447,65.66613643
"485","FIN","1994",132.1957,NA,NA,NA,NA,NA,NA,NA,NA,132.1362,140.6614,-6.0607881,9.537577,NA,NA,NA,NA,NA,5088.333,67.11194405
"486","FIN","1995",137.7711,141.5533,-2.6718939,12.379245,-5.9249713,-2.0913454,-4.3699,NA,NA,137.7091,144.3408,-4.5944294,9.492686,-5.9249713,-2.0913454,-3.251,NA,NA,5107.79,68.86744831
"487","FIN","1996",142.8236,145.6169,-1.9182404,12.523226,-3.2463779,0.8120843,-2.13,NA,NA,142.7593,148.6561,-3.966717,9.446427,-3.2463779,0.8120843,-0.9377,NA,NA,5124.573,70.92635127
"488","FIN","1997",151.8704,151.0859,0.5192271,12.054775,-1.2147247,2.8427807,-1.5169,NA,NA,151.802,153.3793,-1.0283311,9.744817,-1.2147247,2.8427807,-0.6162,NA,NA,5139.835,73.17987024
"489","FIN","1998",160.158,157.4936,1.6917518,11.451053,1.6385278,5.0508823,0.6539,NA,NA,160.0859,159.5247,0.3517743,9.445792,1.6385278,5.0508823,1.4338,NA,NA,5153.497,76.11194501
"490","FIN","1999",167.1723,164.5639,1.5850709,10.628004,1.6672445,4.5668001,0.7447,NA,NA,167.0971,165.9513,0.6904205,9.234875,1.6672445,4.5668001,1.2654,NA,NA,5165.474,79.17818507
"491","FIN","2000",176.8238,171.9073,2.8599778,9.841059,6.8534615,9.5645036,5.189,NA,NA,176.7442,172.3903,2.525594,9.200789,6.8534615,9.5645036,5.3836,NA,NA,5176.209,82.25034138
"492","FIN","2001",181.4384,179.0982,1.3067041,9.024165,4.9762148,7.5296623,4.2157,NA,NA,181.3568,179.0102,1.3108451,8.838682,4.9762148,7.5296623,4.2133,NA,NA,5188.008,85.40880815
"493","FIN","2002",184.5358,185.358,-0.4435891,8.414868,4.0569481,6.0860957,4.3151,NA,NA,184.4527,184.5618,-0.0591141,8.766189,4.0569481,6.0860957,4.0914,NA,NA,5200.598,88.05757084
"494","FIN","2003",188.2333,191.2227,-1.563313,7.89249,2.4237392,4.2392372,3.3336,NA,NA,188.1486,189.9517,-0.9492355,8.573967,2.4237392,4.2392372,2.9762,NA,NA,5213.014,90.62918372
"495","FIN","2004",195.7482,196.7851,-0.5269214,7.501302,2.2096524,3.9015357,2.5163,NA,NA,195.6602,195.146,0.2634653,8.411531,2.2096524,3.9015357,2.0563,NA,NA,5228.172,93.10747251
"496","FIN","2005",201.1893,201.9372,-0.3703804,7.226253,2.6516969,4.2626315,2.8673,NA,NA,201.0988,200.0382,0.5301571,8.278707,2.6516969,4.2626315,2.3431,NA,NA,5246.095,95.44162426
"497","FIN","2006",209.2921,206.6962,1.2558875,7.003244,3.9711505,5.4639467,3.2402,NA,NA,209.1979,204.7489,2.1729342,8.03988,3.9711505,5.4639467,2.7065,NA,NA,5266.268,97.68917927
"498","FIN","2007",220.3825,211.3444,4.2764657,6.865319,5.1081936,6.5247605,2.6193,NA,NA,220.2833,209.5922,5.1009391,7.719075,5.1081936,6.5247605,2.1394,NA,NA,5288.72,100
"499","FIN","2008",222.1103,214.6456,3.4776913,6.878242,4.1767688,5.5733148,2.1528,NA,NA,222.0104,213.4,4.0348313,7.382851,4.1767688,5.5733148,1.8285,NA,NA,5313.399,101.8167661
"500","FIN","2009",204.1758,215.1141,-5.0848838,7.36824,-2.4842226,-1.1560026,0.4752,NA,NA,204.0839,213.3585,-4.3469524,8.233623,-2.4842226,-1.1560026,0.0457,NA,NA,5338.871,101.7969657
"501","FIN","2010",210.6806,215.7773,-2.3619992,7.419017,-2.5337111,-1.2065291,-1.159,-0.0781,-1.0809,210.5858,214.4977,-1.8237306,7.954699,-2.5337111,-1.2065291,-1.4723,-0.0781,-1.3942,5363.352,102.3404974
"502","FIN","2011",216.0478,216.4527,-0.1870474,7.403955,-1.0192022,0.3697007,-0.9103,-0.0742,-0.8361,215.9506,215.7874,0.0756138,7.535402,-1.0192022,0.3697007,-1.0632,-0.0742,-0.989,5388.272,102.9558352
"503","FIN","2012",213.0288,216.8591,-1.766235,7.505325,-2.1558221,-0.7302138,-1.1279,-0.0731,-1.0548,212.933,216.4869,-1.6416197,7.465577,-2.1558221,-0.7302138,-1.2004,-0.0731,-1.1273,5413.97,103.2895785
"504","FIN","2013",211.1073,217.1204,-2.7695016,7.608607,-2.5249485,-1.2509727,-0.9131,-0.0719,-0.8412,211.0123,216.8331,-2.6844675,7.514435,-2.5249485,-1.2509727,-0.9626,-0.0719,-0.8906,5438.972,103.4547564
"505","FIN","2014",210.3369,217.6113,-3.3428746,7.630953,-2.9874769,-1.7564295,-1.0419,0.0843,-1.1262,210.2422,217.3759,-3.2817246,7.481527,-2.9874769,-1.7564295,-1.0775,0.0843,-1.1618,5461.512,103.7137355
"506","FIN","2015",211.516,218.598,-3.2397466,7.643369,-2.4239301,-1.2665709,-0.5384,0,-0.5384,211.385,217.9532,-3.0135703,7.704916,-2.4254323,-1.2673558,-0.6715,0,-0.6715,5479.531,103.9891752
"507","FIN","2016",217.0746,220.9007,-1.7320235,7.3231,-1.7265638,-0.6524618,-0.7185,0,-0.7185,217.1146,220.2196,-1.4099261,7.286898,-1.7290523,-0.6293732,-0.9085,0,-0.9085,5495.303,105.0705131
"508","FIN","2017",223.6982,223.5949,0.0461831,7.107482,-0.6864938,0.3007286,-0.7134,0,-0.7134,223.846,222.188,0.7462172,7.35141,-0.6845676,0.3312138,-1.1189,0,-1.1189,5508.214,106.0096702
"509","FIN","2018",227.4372,226.7019,0.3243387,6.782102,-0.825269,0.0571504,-1.014,-0.064,-0.9501,227.4949,225.0782,1.073714,6.992069,-0.858663,0.0599266,-1.4836,-0.0642,-1.4194,5515.524,107.3886337
"510","FIN","2019",230.5185,229.7269,0.3445951,6.57873,-1.1376817,-0.3304806,-1.3382,0.0942,-1.4325,229.7234,227.7264,0.8769376,6.694098,-1.1392131,-0.279909,-1.6496,0.0946,-1.7441,5520.924,108.652135
"511","FIN","2020",233.0574,232.529,0.2272025,6.446984,-1.4324886,-0.6638239,-1.5647,0,-1.5647,215.1727,227.4831,-5.4115901,7.648541,-7.385694,-6.6193272,-4.2361,0,-4.2361,5529.757,108.5360524
"512","FIN","2021",235.3142,235.2306,0.0355619,6.315357,-1.6235234,-0.8903481,-1.6442,0,-1.6442,223.0772,230.2905,-3.1322324,7.056482,-3.4148397,-2.7615212,-1.5919,0,-1.5919,5535.84,109.8755106
"513","FRA","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","FRA","1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","FRA","1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,469.632,NA,NA,NA,NA,NA,NA,NA,NA,46873.766,NA
"516","FRA","1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,493.021,NA,NA,NA,NA,NA,NA,NA,NA,47364.83,NA
"517","FRA","1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,526.76,NA,NA,NA,NA,NA,NA,NA,NA,48221.444,NA
"518","FRA","1963",NA,NA,NA,NA,NA,NA,NA,NA,NA,559.597,NA,NA,NA,NA,NA,NA,NA,NA,49061.271,NA
"519","FRA","1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,596.822,NA,NA,NA,NA,NA,NA,NA,NA,49568.336,NA
"520","FRA","1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,625.836,634.896,-1.4268952,1.484287,NA,NA,NA,NA,NA,50027.366,NA
"521","FRA","1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,658.704,667.718,-1.3499397,1.59452,NA,NA,NA,NA,NA,50443.803,NA
"522","FRA","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,691.12,701.8,-1.5218341,1.723972,NA,NA,NA,NA,NA,50838.458,NA
"523","FRA","1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,722.16,737.14,-2.0321363,1.871445,NA,NA,NA,NA,NA,51215.116,NA
"524","FRA","1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,773.502,774.388,-0.114321,2.037726,NA,NA,NA,NA,NA,51628.172,NA
"525","FRA","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,820.753,813.489,0.8929928,2.229111,NA,NA,NA,NA,NA,52094.249,NA
"526","FRA","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,864.39,853.383,1.2898782,2.452748,NA,NA,NA,NA,NA,52585.585,NA
"527","FRA","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,903.386,892.835,1.1817368,2.715717,NA,NA,NA,NA,NA,53047.117,NA
"528","FRA","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,960.702,933.078,2.9605509,3.003096,NA,NA,NA,NA,NA,53475.371,NA
"529","FRA","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.021,972.653,3.0194003,3.29492,NA,NA,NA,NA,NA,53826.341,NA
"530","FRA","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,992.403,1008.525,-1.598576,3.645547,NA,NA,NA,NA,NA,54071.366,NA
"531","FRA","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,1035.639,1044.322,-0.8313699,3.95148,NA,NA,NA,NA,NA,54286.324,NA
"532","FRA","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,1071.517,1078.347,-0.6333925,4.280878,NA,NA,NA,NA,NA,54529.099,NA
"533","FRA","1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,1114.148,1111.428,0.2447222,4.591361,NA,NA,NA,NA,NA,54766.148,NA
"534","FRA","1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,1153.7,1143.511,0.8910657,4.93343,NA,NA,NA,NA,NA,55002.045,NA
"535","FRA","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,1171.914,1174.069,-0.1835163,5.251566,NA,NA,NA,NA,NA,55282.953,57.40562366
"536","FRA","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,1184.442,1198.327,-1.1586465,5.604652,NA,NA,NA,NA,NA,55592.618,58.59170865
"537","FRA","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,1214.117,1220.887,-0.5545058,5.925531,NA,NA,NA,NA,NA,55911.384,59.69477063
"538","FRA","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,1229.183,1241.856,-1.0204908,6.240238,NA,NA,NA,NA,NA,56198.6,60.72004131
"539","FRA","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,1247.789,1263.468,-1.2409405,6.570962,NA,NA,NA,NA,NA,56458.864,61.77675121
"540","FRA","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,1268.038,1288.111,-1.5583324,6.851263,NA,NA,NA,NA,NA,56723.779,62.98166062
"541","FRA","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,1297.676,1316.958,-1.464189,7.126834,NA,NA,NA,NA,NA,56992.846,64.39212289
"542","FRA","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,1330.921,1349.963,-1.4105456,7.386513,NA,NA,NA,NA,NA,57277.522,66.00588886
"543","FRA","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,1394.048,1386.796,0.522973,7.617474,NA,NA,NA,NA,NA,57579.193,67.80682334
"544","FRA","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,1454.604,1425.112,2.069432,7.843885,NA,NA,NA,NA,NA,57892.575,69.68026849
"545","FRA","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,1497.135,1463.465,2.3006967,8.068833,NA,NA,NA,NA,NA,58185.432,71.55552274
"546","FRA","1991",1512.828,NA,NA,NA,NA,NA,NA,NA,NA,1512.828,1500.311,0.8342697,8.284218,NA,NA,NA,NA,NA,58459.145,73.35709284
"547","FRA","1992",1537.023,NA,NA,NA,NA,NA,NA,NA,NA,1537.023,1535.358,0.108463,8.503796,NA,NA,NA,NA,NA,58745.39,75.07070158
"548","FRA","1993",1527.361,NA,NA,NA,NA,NA,NA,NA,NA,1527.361,1566.716,-2.5119839,8.713622,NA,NA,NA,NA,NA,58995.125,76.60393817
"549","FRA","1994",1563.381,NA,NA,NA,NA,NA,NA,NA,NA,1563.381,1598.573,-2.2014935,8.860953,NA,NA,NA,NA,NA,59209.73,78.16157315
"550","FRA","1995",1596.317,1634.764,-2.3518904,8.647628,-5.108543,-1.6591519,-3.6269,NA,NA,1596.317,1630.16,-2.0760955,8.966526,-5.108543,-1.6591519,-3.8006,NA,NA,59418.718,79.7060066
"551","FRA","1996",1618.872,1665.579,-2.8042114,8.798309,-3.9058794,-0.3417804,-2.1392,NA,NA,1618.872,1661.481,-2.5644838,9.070532,-3.9058794,-0.3417804,-2.2903,NA,NA,59624.341,81.23743409
"552","FRA","1997",1656.694,1697.888,-2.4261754,8.917399,-3.6528342,-0.1286378,-2.1243,NA,NA,1656.694,1694.232,-2.2156066,9.141272,-3.6528342,-0.1286378,-2.257,NA,NA,59830.635,82.83878084
"553","FRA","1998",1716.147,1732.307,-0.9328752,8.981479,-2.3784374,0.9839514,-1.7907,NA,NA,1716.147,1728.994,-0.7429976,9.160953,-2.3784374,0.9839514,-1.9103,NA,NA,60046.709,84.53845462
"554","FRA","1999",1774.863,1768.104,0.3822744,9.058334,-1.6029276,1.4401866,-1.8438,NA,NA,1774.863,1765.242,0.545017,9.187253,-1.6029276,1.4401866,-1.9463,NA,NA,60351.778,86.31078576
"555","FRA","2000",1844.503,1805.559,2.15689,9.040853,-1.3184227,1.6074828,-2.6773,NA,NA,1844.503,1802.958,2.3042704,9.135504,-1.3184227,1.6074828,-2.7701,NA,NA,60762.169,88.15489415
"556","FRA","2001",1881.093,1840.214,2.221381,9.053876,-1.3792745,1.6341178,-2.7787,NA,NA,1881.093,1837.94,2.3478618,9.108963,-1.3792745,1.6341178,-2.8584,NA,NA,61201.676,89.86532474
"557","FRA","2002",1902.453,1872.211,1.6152884,9.096183,-3.1602899,-0.1757746,-4.1779,NA,NA,1902.453,1870.37,1.7153113,9.108335,-3.1602899,-0.1757746,-4.2409,NA,NA,61644.062,91.45097633
"558","FRA","2003",1918.113,1904.672,0.7057027,9.147255,-4.0155372,-1.1741828,-4.4601,NA,NA,1918.113,1903.369,0.7746554,9.119416,-4.0155372,-1.1741828,-4.5036,NA,NA,62078.165,93.06444894
"559","FRA","2004",1972.391,1939.605,1.6903663,9.181698,-3.5905703,-0.8152491,-4.6555,NA,NA,1972.391,1938.772,1.7340323,9.122649,-3.5905703,-0.8152491,-4.683,NA,NA,62532.556,94.79546415
