"","iso3c","year","realGDP2019","potentialoutput2019","outputgap2019","NAWRU2019","fiscalbalance2019","primarybalance2019","CAB2019","oneoffeffects2019","structuralbalance2019","realGDP2020","potentialoutput2020","outputgap2020","NAWRU2020","fiscalbalance2020","primarybalance2020","CAB2020","oneoffeffects2020","structuralbalance2020","population","potentialoutput2007e100"
"806","ITA","1995",1499.355,1509.827,-0.6935839,9.069197,-7.2102697,3.8937784,-6.833,NA,NA,1499.355,1510.741,-0.7536735,9.127479,-7.2102697,3.8937784,-6.8003,NA,NA,56844.303,86.59268439
"807","ITA","1996",1518.349,1532.298,-0.9103707,9.092209,-6.6146673,4.4309408,-6.1194,NA,NA,1518.349,1532.664,-0.9340186,9.304533,-6.6146673,4.4309408,-6.1066,NA,NA,56860.281,87.84926736
"808","ITA","1997",1546.138,1556.352,-0.6563113,9.11857,-2.9816252,6.1560444,-2.6246,NA,NA,1546.138,1558.041,-0.7639735,9.283196,-2.9816252,6.1560444,-2.566,NA,NA,56890.372,89.30382678
"809","ITA","1998",1574.132,1581.362,-0.4571882,9.040013,-2.9882616,4.8510958,-2.7396,NA,NA,1574.132,1583.274,-0.5774185,9.241627,-2.9882616,4.8510958,-2.6741,NA,NA,56906.744,90.7501324
"810","ITA","1999",1599.723,1603.895,-0.2601057,9.084077,-1.7727957,4.5977129,-1.6313,NA,NA,1599.723,1607.128,-0.4607712,9.190386,-1.7727957,4.5977129,-1.5221,NA,NA,56916.317,92.11739648
"811","ITA","2000",1660.304,1629.219,1.9079999,8.88273,-2.4233337,3.6899335,-3.4613,NA,NA,1660.304,1631.628,1.7575385,9.02365,-2.4233337,3.6899335,-3.3794,NA,NA,56942.108,93.52168799
"812","ITA","2001",1692.703,1652.269,2.4471397,8.652518,-3.1903095,2.8684874,-4.5216,NA,NA,1692.703,1654.207,2.3271113,8.778014,-3.1903095,2.8684874,-4.4563,NA,NA,56974.1,94.81587159
"813","ITA","2002",1697.001,1671.151,1.5468736,8.6298,-2.8693016,2.5637306,-3.7108,NA,NA,1697.001,1672.84,1.4442987,8.68728,-2.8693016,2.5637306,-3.655,NA,NA,57059.007,95.88387827
"814","ITA","2003",1699.354,1687.555,0.699156,8.814336,-3.2176252,1.7363675,-3.598,NA,NA,1699.354,1689.314,0.5943331,8.754165,-3.2176252,1.7363675,-3.5409,NA,NA,57313.203,96.82813535
"815","ITA","2004",1723.546,1706.954,0.9720048,8.747856,-3.47885,1.1173165,-4.0076,NA,NA,1723.546,1709.061,0.8475309,8.541915,-3.47885,1.1173165,-3.9399,NA,NA,57685.326,97.95999431
"816","ITA","2005",1737.642,1719.047,1.0816882,8.82688,-4.0825227,0.4179735,-4.671,NA,NA,1737.642,1720.158,1.016407,8.606937,-4.0825227,0.4179735,-4.6354,NA,NA,57969.484,98.59605239
"817","ITA","2006",1768.757,1731.366,2.1595695,8.560559,-3.6165697,0.8196115,-4.7914,NA,NA,1768.757,1731.416,2.1566534,8.355057,-3.6165697,0.8196115,-4.7898,NA,NA,58143.979,99.24133867
"818","ITA","2007",1795.059,1745.542,2.8367842,8.28042,-1.3402568,3.4076445,-2.8835,NA,NA,1795.059,1744.652,2.8892625,8.10093,-1.3402568,3.4076445,-2.912,NA,NA,58438.31,100
"819","ITA","2008",1777.791,1750.256,1.5731923,8.629917,-2.5639015,2.3476225,-3.4197,NA,NA,1777.791,1749.712,1.6047374,8.397526,-2.5639015,2.3476225,-3.4369,NA,NA,58826.731,100.2900292
"820","ITA","2009",1683.907,1745.917,-3.5517546,8.936065,-5.121046,-0.7126301,-3.1889,NA,NA,1683.907,1745.07,-3.5049221,8.73561,-5.121046,-0.7126301,-3.2144,NA,NA,59095.364,100.0239589
"821","ITA","2010",1712.757,1742.588,-1.7119098,9.102877,-4.2397364,0.0379822,-3.3085,0.2041,-3.5126,1712.757,1741.668,-1.6599955,8.887692,-4.2397364,0.0379822,-3.3367,0.2041,-3.5408,59277.417,99.82896303
"822","ITA","2011",1724.872,1744.928,-1.1494135,8.604185,-3.5930124,1.0563723,-2.9677,0.4139,-3.3816,1724.872,1742.09,-0.9883502,8.534002,-3.5930124,1.0563723,-3.0553,0.4139,-3.4692,59379.449,99.85315123
"823","ITA","2012",1673.455,1727.35,-3.120119,9.430439,-2.9454085,2.2156436,-1.2481,0.1259,-1.374,1673.455,1725.384,-3.0096929,9.305887,-2.9454085,2.2156436,-1.3081,0.1259,-1.4341,59539.717,98.89559637
"824","ITA","2013",1642.646,1723.964,-4.7169597,9.792681,-2.8542529,1.9751961,-0.2882,0.2724,-0.5606,1642.646,1721.765,-4.5952645,9.717046,-2.8542529,1.9751961,-0.3544,0.2724,-0.6268,60233.947,98.68816245
"825","ITA","2014",1642.571,1721.215,-4.5690872,9.960387,-2.9543956,1.6259008,-0.4688,0.2151,-0.684,1642.571,1719.98,-4.5005707,9.848418,-2.9543956,1.6259008,-0.5061,0.4547,-0.9608,60789.14,98.58584979
"826","ITA","2015",1655.355,1716.804,-3.5792579,9.639129,-2.5522018,1.5612965,-0.6051,-0.1599,-0.4452,1655.355,1715.358,-3.4979938,9.593823,-2.5522018,1.5612965,-0.6493,-0.1599,-0.4894,60730.582,98.32092589
"827","ITA","2016",1676.538,1711.332,-2.0331189,9.81434,-2.4096037,1.4965882,-1.3036,0.2107,-1.5143,1676.766,1710.994,-2.0004632,9.731818,-2.4038989,1.51098,-1.3156,0.2106,-1.5263,60627.498,98.07079005
"828","ITA","2017",1705.31,1712.524,-0.4212606,9.852197,-2.4212226,1.3388214,-2.1921,-0.0382,-2.1539,1704.733,1713.481,-0.5105889,9.714844,-2.4450176,1.3242597,-2.1673,-0.0382,-2.1291,60536.709,98.21333997
"829","ITA","2018",1718.515,1714.997,0.205134,9.918301,-2.1836718,1.479024,-2.2953,0.1003,-2.3956,1718.338,1717.823,0.0299932,9.678938,-2.1993375,1.4594873,-2.2157,0.1003,-2.316,60421.76,98.46221481
"830","ITA","2019",1720.314,1723.11,-0.1623044,9.810084,-2.1853922,1.2871905,-2.0971,0.0649,-2.162,1723.515,1727.84,-0.2503154,9.370434,-1.6390663,1.7343303,-1.5029,0.0361,-1.539,60338.311,99.03636943
"831","ITA","2020",1727.752,1729.697,-0.1124389,9.978831,-2.3330337,0.9446109,-2.2719,0.1875,-2.4594,1559.471,1717.687,-9.2110299,10.256293,-11.1329766,-7.4246918,-6.1222,0.2214,-6.3436,60314.482,98.45441956
"832","ITA","2021",1740.234,1737.623,0.1502531,10.035298,-2.6895669,0.3828324,-2.7713,0.16,-2.9313,1661.611,1729.043,-3.899965,9.674351,-5.6430472,-2.092583,-3.5215,0.1797,-3.7012,60285.308,99.10532301
"833","LUX","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","LUX","1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","LUX","1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21826,NA,NA,NA,NA,NA,NA,NA,NA,314.9,NA
"836","LUX","1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.49464,NA,NA,NA,NA,NA,NA,NA,NA,316.9,NA
"837","LUX","1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59653,NA,NA,NA,NA,NA,NA,NA,NA,320.8,NA
"838","LUX","1963",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85778,NA,NA,NA,NA,NA,NA,NA,NA,324.1,NA
"839","LUX","1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.47593,NA,NA,NA,NA,NA,NA,NA,NA,327.8,NA
"840","LUX","1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.63931,8.36965,3.221854,0,NA,NA,NA,NA,NA,331.5,NA
"841","LUX","1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.73482,8.66473,0.8088531,0,NA,NA,NA,NA,NA,333.9,NA
"842","LUX","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75369,8.93069,-1.9819195,0,NA,NA,NA,NA,NA,335,NA
"843","LUX","1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12003,9.19276,-0.7911393,0,NA,NA,NA,NA,NA,335.9,NA
"844","LUX","1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.02955,9.4915,5.6687422,0,NA,NA,NA,NA,NA,337.5,NA
"845","LUX","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.20043,9.8677,3.3718505,0,NA,NA,NA,NA,NA,339.171,NA
"846","LUX","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4725,10.24789,2.1917463,0,NA,NA,NA,NA,NA,342.421,NA
"847","LUX","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.16349,10.6831,4.49674,0,NA,NA,NA,NA,NA,346.6,NA
"848","LUX","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.09148,11.08329,9.0964727,0,NA,NA,NA,NA,NA,350.45,NA
"849","LUX","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.60083,11.46012,9.9536798,0.099062,NA,NA,NA,NA,NA,355.05,NA
"850","LUX","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.77278,11.77623,-0.0292548,0.28486,NA,NA,NA,NA,NA,358.95,NA
"851","LUX","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.07114,12.0208,0.4188345,0.511979,NA,NA,NA,NA,NA,360.731,NA
"852","LUX","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.26063,12.23849,0.1809472,0.775489,NA,NA,NA,NA,NA,361.357,NA
"853","LUX","1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.76025,12.46478,2.3704017,1.0631,NA,NA,NA,NA,NA,362.007,NA
"854","LUX","1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.05955,12.67,3.0746656,1.352532,NA,NA,NA,NA,NA,362.856,NA
"855","LUX","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.16937,12.94316,1.747762,1.62063,NA,NA,NA,NA,NA,364.15,29.59780819
"856","LUX","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.09681,13.30843,-1.5900985,1.852479,NA,NA,NA,NA,NA,365.225,30.43309041
"857","LUX","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.24498,13.71264,-3.410468,2.038716,NA,NA,NA,NA,NA,365.525,31.35741879
"858","LUX","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64088,14.17262,-3.751894,2.005625,NA,NA,NA,NA,NA,365.622,32.40927937
"859","LUX","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.48483,14.7359,-1.7037563,1.970761,NA,NA,NA,NA,NA,365.998,33.69736152
"860","LUX","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.90754,15.37621,-3.0480525,1.937997,NA,NA,NA,NA,NA,366.706,35.16159225
"861","LUX","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,16.39589,16.26887,0.7807638,1.908338,NA,NA,NA,NA,NA,368.355,37.20288506
"862","LUX","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.04378,17.30288,-1.497402,1.88389,NA,NA,NA,NA,NA,370.75,39.56741039
"863","LUX","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.48625,18.4504,0.1943241,1.865349,NA,NA,NA,NA,NA,373.45,42.19150503
"864","LUX","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2976,19.69362,3.0668878,1.856248,NA,NA,NA,NA,NA,377.1,45.03444193
"865","LUX","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.37642,20.96484,1.9632131,1.858954,NA,NA,NA,NA,NA,381.85,47.9414079
"866","LUX","1991",23.2242,NA,NA,NA,NA,NA,NA,NA,NA,23.2242,22.30081,4.1406321,1.876902,NA,NA,NA,NA,NA,387,50.99644113
"867","LUX","1992",23.6468,NA,NA,NA,NA,NA,NA,NA,NA,23.6468,23.38362,1.1254976,1.913368,NA,NA,NA,NA,NA,392.175,53.47255999
"868","LUX","1993",24.64021,NA,NA,NA,NA,NA,NA,NA,NA,24.64021,24.4645,0.7182295,1.968121,NA,NA,NA,NA,NA,397.475,55.94426543
"869","LUX","1994",25.58161,NA,NA,NA,NA,NA,NA,NA,NA,25.58161,25.42654,0.6099034,2.041537,NA,NA,NA,NA,NA,402.925,58.14421315
"870","LUX","1995",25.94806,26.33861,-1.4828004,2.099882,2.6686291,3.2614042,3.3537,NA,NA,25.94806,26.30291,-1.3491015,2.132803,2.5837567,3.1435718,3.207,NA,NA,408.625,60.14825476
"871","LUX","1996",26.30833,27.2101,-3.3140932,2.250856,1.5928393,2.1636935,3.124,NA,NA,26.30833,27.17906,-3.2036903,2.243926,2.2263373,2.6579631,3.7064,NA,NA,414.225,62.15179328
"872","LUX","1997",27.81046,28.2644,-1.6060625,2.327532,2.80125,3.2901557,3.5433,NA,NA,27.81046,28.22397,-1.4650952,2.373862,2.484647,2.8629132,3.1615,NA,NA,419.45,64.54124422
"873","LUX","1998",29.49151,29.50996,-0.0625145,2.509003,3.2349016,3.7604136,3.2638,NA,NA,29.49151,29.48068,0.0367224,2.524179,2.8468168,3.2574486,2.8299,NA,NA,424.7,67.41502941
"874","LUX","1999",31.99269,31.09534,2.8858022,2.618643,3.4795771,3.9121944,2.1463,NA,NA,31.99269,31.06244,2.9947611,2.692441,3.0721147,3.3795322,1.6885,NA,NA,430.475,71.03212362
"875","LUX","2000",34.62882,32.71392,5.8534748,2.78658,5.8884062,6.2649755,3.1841,NA,NA,34.62882,32.68489,5.947498,2.878068,5.5298617,5.8116278,2.7821,NA,NA,436.3,74.7422658
"876","LUX","2001",35.50561,34.33638,3.4052101,2.847537,5.9094066,6.2670553,4.3362,NA,NA,35.50561,34.28358,3.5644791,3.079598,5.6870014,5.9829387,4.0402,NA,NA,441.525,78.39807474
"877","LUX","2002",36.86174,35.8332,2.870352,3.113036,2.4408331,2.7571149,1.1147,NA,NA,36.86174,35.78834,2.9992894,3.296331,2.0248889,2.2973368,0.6392,NA,NA,446.175,81.83908898
"878","LUX","2003",37.46232,37.34539,0.3130962,3.425511,0.1859645,0.456625,0.0413,NA,NA,37.46232,37.31833,0.3858399,3.522355,0.2759301,0.5129872,0.0977,NA,NA,451.63,85.33779799
"879","LUX","2004",38.81553,38.95248,-0.3515899,3.855153,-1.2830972,-1.0684601,-1.1207,NA,NA,38.81553,38.97077,-0.3983575,3.750968,-1.4029804,-1.2126493,-1.2189,NA,NA,458.095,89.11651989
"880","LUX","2005",40.04693,40.64533,-1.4722503,3.89116,0.0776197,0.2991571,0.7578,NA,NA,40.04693,40.60717,-1.3796481,3.97055,-0.2108152,-0.0156838,0.4266,NA,NA,465.158,92.85856228
"881","LUX","2006",42.12075,42.22425,-0.2451293,4.166313,1.9359066,2.1835665,2.0492,NA,NA,42.12075,42.18908,-0.1619637,4.183715,1.9263823,2.1539586,2.0012,NA,NA,472.637,96.4759995
"882","LUX","2007",45.63975,43.83411,4.1192673,4.193591,4.151202,4.4673762,2.2481,NA,NA,45.63975,43.73013,4.3668195,4.388281,4.4092518,4.7031284,2.3918,NA,NA,479.993,100
"883","LUX","2008",45.05575,45.16098,-0.2330043,4.523113,3.3198719,3.7000067,3.4275,NA,NA,45.05575,45.09134,-0.0789265,4.589492,3.5287441,3.9334011,3.5652,NA,NA,488.65,103.1127509
"884","LUX","2009",43.09195,45.99825,-6.3182777,4.705962,-0.6747255,-0.2722268,2.2443,NA,NA,43.09195,45.91698,-6.1524632,4.782322,-0.2446688,0.1405757,2.5978,NA,NA,497.783,105.0007855
"885","LUX","2010",45.18836,46.71717,-3.2724716,4.728166,-0.6582489,-0.2447122,0.8536,0,0.8536,45.18836,46.57334,-2.9737572,4.967279,-0.3893443,0.0224751,0.9845,0,0.9845,506.953,106.5017186
"886","LUX","2011",46.3358,47.69628,-2.8523879,4.971121,0.5128502,0.9797369,1.8307,0,1.8307,46.3358,47.57137,-2.5972995,5.147413,0.6345934,1.1187164,1.8345,0,1.8345,518.347,108.7839666
"887","LUX","2012",46.17246,48.85698,-5.4946576,5.12697,0.344962,0.8669277,2.8835,0,2.8835,46.17246,48.74066,-5.2691043,5.316408,0.4814325,1.005121,2.9158,0,2.9158,530.946,111.4578438
"888","LUX","2013",47.85977,50.02203,-4.3226193,5.416727,0.9754286,1.5185735,2.9725,0,2.9725,47.85977,49.96789,-4.2189417,5.469549,0.8495134,1.4060993,2.7987,0,2.7987,543.36,114.2642155
"889","LUX","2014",49.9162,51.43609,-2.9549002,5.443086,1.3161193,1.7395856,2.6813,0,2.6813,49.9162,51.35759,-2.8065707,5.59756,1.3316739,1.7532937,2.6283,0,2.6283,556.319,117.442116
"890","LUX","2015",52.06581,52.63869,-1.0883306,5.648927,1.3969629,1.7564118,1.8998,0.1727,1.7271,52.06581,52.60119,-1.0178003,5.697399,1.3244008,1.6805846,1.7946,0.1727,1.622,569.603,120.2859219
"891","LUX","2016",54.44761,53.96061,0.9025027,5.685242,1.7917069,2.1111325,1.3748,0.015,1.3598,54.44761,53.89086,1.0331122,5.761564,1.8427757,2.1603058,1.3655,0.015,1.3505,583.458,123.2350784
"892","LUX","2017",55.42831,55.24988,0.3229546,5.58183,1.3527073,1.6837161,1.2035,0,1.2035,55.42831,55.07084,0.6491039,5.790681,1.3358102,1.6573846,1.0359,0,1.0359,596.336,125.9334011
"893","LUX","2018",57.15259,56.33036,1.4596533,5.608349,2.6642762,2.9729198,1.9899,0,1.9899,57.15259,56.04714,1.9723576,5.788871,3.1214718,3.4184424,2.2102,0,2.2102,607.95,128.1659579
"894","LUX","2019",58.61992,57.73598,1.531012,5.501775,2.3396419,2.6282648,1.6323,0,1.6323,58.46538,57.20132,2.209853,5.757142,2.1795653,2.4366015,1.1586,0,1.1586,620.622,130.8052823
"895","LUX","2020",60.11815,59.29218,1.3930524,5.430263,1.4139129,1.6762042,0.7703,0,0.7703,55.31731,58.0771,-4.7519346,5.699735,-4.8095351,-4.5310377,-2.6141,0,-2.6141,631.527,132.8079747
"896","LUX","2021",61.65549,60.91246,1.2198435,5.336429,1.4444352,1.6953666,0.8809,0,0.8809,58.49279,59.29,-1.3445964,5.616125,0.0685737,0.2906035,0.6898,0,0.6898,643.933,135.5815773
"897","LVA","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","LVA","1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","LVA","1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2120.979,NA
"900","LVA","1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2152.681,NA
"901","LVA","1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2181.586,NA
"902","LVA","1963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2210.919,NA
"903","LVA","1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2240.623,NA
"904","LVA","1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2265.918,NA
"905","LVA","1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2283.217,NA
"906","LVA","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2301.22,NA
"907","LVA","1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2323.619,NA
"908","LVA","1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2343.173,NA
"909","LVA","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2359.163,NA
"910","LVA","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2376.389,NA
"911","LVA","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2395.674,NA
"912","LVA","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2415.819,NA
"913","LVA","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2437.186,NA
"914","LVA","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2456.13,NA
"915","LVA","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2470.989,NA
"916","LVA","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2485.073,NA
"917","LVA","1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2497.921,NA
"918","LVA","1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2505.953,NA
"919","LVA","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2511.701,NA
"920","LVA","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2519.421,NA
"921","LVA","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2531.08,NA
"922","LVA","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2546.011,NA
"923","LVA","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2562.047,NA
"924","LVA","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2578.873,NA
"925","LVA","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2599.892,NA
"926","LVA","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2626.583,NA
"927","LVA","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2653.434,NA
"928","LVA","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2666.955,NA
"929","LVA","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.65439,NA,NA,NA,NA,NA,NA,NA,NA,2663.15,NA
"930","LVA","1991",18.05192,NA,NA,NA,NA,NA,NA,NA,NA,18.05192,NA,NA,NA,NA,NA,NA,NA,NA,2650.581,NA
"931","LVA","1992",12.25727,NA,NA,NA,NA,NA,NA,NA,NA,12.25727,NA,NA,NA,NA,NA,NA,NA,NA,2614.338,NA
"932","LVA","1993",10.85994,NA,NA,NA,NA,NA,NA,NA,NA,10.85994,NA,NA,NA,NA,NA,NA,NA,NA,2563.29,NA
"933","LVA","1994",11.09886,NA,NA,NA,NA,NA,NA,NA,NA,11.09886,NA,NA,NA,NA,NA,NA,NA,NA,2520.742,NA
"934","LVA","1995",10.99897,NA,NA,NA,-1.4324233,-0.6450353,NA,NA,NA,10.99897,NA,NA,NA,-1.4324233,-0.6450353,NA,NA,NA,2485.056,NA
"935","LVA","1996",11.27901,11.62297,-2.9593041,15.363483,-0.4221707,0.8846503,0.6964,NA,NA,11.27901,NA,NA,NA,-0.4221707,0.8846503,NA,NA,NA,2457.221,NA
"936","LVA","1997",12.28727,12.18517,0.8379452,14.715972,1.4173126,2.290563,1.1006,NA,NA,12.28727,NA,NA,NA,1.4173126,2.290563,NA,NA,NA,2432.851,NA
"937","LVA","1998",13.06938,12.89586,1.345556,14.0312,0.0288452,0.6767775,-0.4798,NA,NA,13.06938,12.86886,1.5581721,13.724072,0.0288452,0.6767775,-0.5601,NA,NA,2410.019,55.18438234
"938","LVA","1999",13.43895,13.61117,-1.2652698,13.49832,-3.7400631,-3.1034329,-3.2618,NA,NA,13.43895,13.58986,-1.1104457,13.250493,-3.7400631,-3.1034329,-3.3203,NA,NA,2390.482,58.27618221
"939","LVA","2000",14.19089,14.45043,-1.7960643,12.968071,-2.7320577,-1.7929904,-2.0531,NA,NA,14.19089,14.42918,-1.6514725,12.810467,-2.7320577,-1.7929904,-2.1078,NA,NA,2367.55,61.87536316
"940","LVA","2001",15.08762,15.37214,-1.8508936,12.439226,-1.9518523,-1.0434769,-1.2522,NA,NA,15.08762,15.34746,-1.6930681,12.384137,-1.9518523,-1.0434769,-1.3119,NA,NA,2337.17,65.81314122
"941","LVA","2002",16.16125,16.33201,-1.0455541,11.989907,-2.2860613,-1.5644423,-1.8908,NA,NA,16.16125,16.30662,-0.8914906,11.991161,-2.3262639,-1.6046449,-1.9893,NA,NA,2310.173,69.92622134
"942","LVA","2003",17.52467,17.43297,0.5260033,11.652603,-1.457273,-0.7239715,-1.6561,NA,NA,17.52467,17.41252,0.6440537,11.71589,-1.5702822,-0.8103532,-1.8137,NA,NA,2287.955,74.66855348
"943","LVA","2004",18.98647,18.74954,1.2636307,11.543514,-0.920169,-0.2215691,-1.3978,NA,NA,18.98647,18.74469,1.289837,11.610155,-1.1920329,-0.4459476,-1.6796,NA,NA,2263.122,80.38117904
"944","LVA","2005",21.02626,20.2222,3.9761407,11.498043,-0.3645482,0.1488958,-1.8675,NA,NA,21.02626,20.24155,3.8767237,11.553966,-0.4821634,0.0673454,-1.9476,NA,NA,2238.799,86.80003002
"945","LVA","2006",23.52588,21.73484,8.2404203,11.489415,-0.4880158,-0.0608996,-3.6029,NA,NA,23.52588,21.77226,8.0543824,11.516243,-0.5328276,-0.0756419,-3.5774,NA,NA,2218.357,93.36403692
"946","LVA","2007",25.88102,23.26463,11.2461993,11.72113,-0.5127159,-0.1606498,-4.7638,NA,NA,25.88102,23.31975,10.9832605,11.670474,-0.5624292,-0.1844219,-4.7141,NA,NA,2200.325,100
"947","LVA","2008",25.01495,24.10218,3.7870805,11.732399,-4.1969546,-3.6472212,-5.6285,NA,NA,25.01495,24.14537,3.6014573,11.643092,-4.2760326,-3.6967013,-5.6374,NA,NA,2177.322,103.5404325
"948","LVA","2009",21.45328,23.97752,-10.5275163,12.392089,-9.4863092,-7.9740957,-5.5069,NA,NA,21.45328,24.02726,-10.7127636,12.110136,-9.6030162,-8.0480702,-5.5536,NA,NA,2141.669,103.0339519
"949","LVA","2010",20.49358,23.48651,-12.7431949,12.438328,-8.5923525,-6.8352003,-3.7754,-1.6647,-2.1107,20.49358,23.49583,-12.7777844,12.101032,-8.6731667,-6.8811731,-3.8432,-1.6647,-2.1785,2097.555,100.7550681
"950","LVA","2011",21.78163,23.25096,-6.3194461,12.207339,-4.2467978,-2.5084021,-1.858,0,-1.858,21.78163,23.2304,-6.2365101,11.865224,-4.2917796,-2.521936,-1.9344,0,-1.9344,2059.709,99.61684838
"951","LVA","2012",22.68213,23.26962,-2.5247124,12.217866,-1.2150424,0.4342956,-0.2607,0,-0.2607,22.68213,23.25167,-2.4494753,11.826921,-1.4105712,0.2685043,-0.4847,0,-0.4847,2034.319,99.70805862
